ID,trial_id,task_order,task,outpos,serpos,recalled,stim,WTP
96709,2,0,offer,-1,3,-1,68,70
96709,2,0,offer,-1,4,-1,65,70
96709,2,0,offer,-1,5,-1,43,70
96709,2,0,offer,-1,6,-1,81,70
96709,2,0,offer,-1,7,-1,83,70
96709,26,3,offer,-1,1,-1,48,34
96709,26,3,offer,-1,2,-1,20,34
96709,26,3,offer,-1,3,-1,22,34
96709,26,3,offer,-1,4,-1,27,34
96709,26,3,offer,-1,5,-1,17,34
96709,26,3,offer,-1,6,-1,50,34
96709,26,3,offer,-1,7,-1,46,34
96709,22,2,recall,1,1,1,38,-1
96709,22,2,recall,2,2,1,65,-1
96709,22,2,recall,3,3,1,49,-1
96709,22,2,recall,4,4,1,55,-1
96709,22,2,recall,5,7,1,58,-1
96709,22,2,recall,6,5,0,36,-1
96709,22,2,recall,7,6,0,53,-1
96709,3,0,recall,1,2,1,45,-1
96709,3,0,recall,2,1,1,40,-1
96709,3,0,recall,3,4,1,81,-1
96709,3,0,recall,4,5,1,79,-1
96709,3,0,recall,5,6,1,73,-1
96709,3,0,recall,6,3,0,64,-1
96709,3,0,recall,7,7,0,87,-1
96709,15,1,offer,-1,1,-1,34,63
96709,15,1,offer,-1,2,-1,65,63
96709,15,1,offer,-1,3,-1,50,63
96709,15,1,offer,-1,4,-1,82,63
96709,15,1,offer,-1,5,-1,62,63
96709,15,1,offer,-1,6,-1,69,63
96709,15,1,offer,-1,7,-1,79,63
96709,11,1,recall,1,6,1,41,-1
96709,11,1,recall,2,1,0,21,-1
96709,11,1,recall,3,2,0,38,-1
96709,11,1,recall,4,3,0,43,-1
96709,11,1,recall,5,4,0,11,-1
96709,11,1,recall,6,5,0,58,-1
96709,11,1,recall,7,7,0,42,-1
96709,20,2,recall,1,1,1,63,-1
96709,20,2,recall,2,7,1,44,-1
96709,20,2,recall,3,3,1,30,-1
96709,20,2,recall,4,5,1,53,-1
96709,20,2,recall,5,2,0,48,-1
96709,20,2,recall,6,4,0,65,-1
96709,20,2,recall,7,6,0,34,-1
96709,5,0,recall,1,101,-1,52,-1
96709,5,0,recall,2,1,0,46,-1
96709,5,0,recall,3,2,0,49,-1
96709,5,0,recall,4,3,0,41,-1
96709,5,0,recall,5,4,0,44,-1
96709,5,0,recall,6,5,0,27,-1
96709,5,0,recall,7,6,0,47,-1
96709,5,0,recall,8,7,0,66,-1
96709,12,1,recall,1,7,1,61,-1
96709,12,1,recall,2,6,1,60,-1
96709,12,1,recall,3,5,1,62,-1
96709,12,1,recall,4,1,1,63,-1
96709,12,1,recall,5,105,-1,77,-1
96709,12,1,recall,6,2,0,59,-1
96709,12,1,recall,7,3,0,74,-1
96709,12,1,recall,8,4,0,76,-1
96709,9,1,offer,-1,1,-1,59,50
96709,9,1,offer,-1,2,-1,47,50
96709,9,1,offer,-1,3,-1,62,50
96709,9,1,offer,-1,4,-1,30,50
96709,9,1,offer,-1,5,-1,22,50
96709,9,1,offer,-1,6,-1,56,50
96709,9,1,offer,-1,7,-1,58,50
96709,20,2,offer,-1,1,-1,63,50
96709,20,2,offer,-1,2,-1,48,50
96709,20,2,offer,-1,3,-1,30,50
96709,20,2,offer,-1,4,-1,65,50
96709,20,2,offer,-1,5,-1,53,50
96709,20,2,offer,-1,6,-1,34,50
96709,20,2,offer,-1,7,-1,44,50
96709,6,0,recall,1,6,1,18,-1
96709,6,0,recall,2,7,1,36,-1
96709,6,0,recall,3,3,1,27,-1
96709,6,0,recall,4,1,1,20,-1
96709,6,0,recall,5,2,0,70,-1
96709,6,0,recall,6,4,0,22,-1
96709,6,0,recall,7,5,0,25,-1
96709,28,3,recall,1,7,1,65,-1
96709,28,3,recall,2,102,-1,49,-1
96709,28,3,recall,3,2,1,51,-1
96709,28,3,recall,4,1,1,81,-1
96709,28,3,recall,5,6,1,79,-1
96709,28,3,recall,6,3,0,42,-1
96709,28,3,recall,7,4,0,70,-1
96709,28,3,recall,8,5,0,47,-1
96709,26,3,recall,1,2,1,20,-1
96709,26,3,recall,2,3,1,22,-1
96709,26,3,recall,3,4,1,27,-1
96709,26,3,recall,4,6,1,50,-1
96709,26,3,recall,5,7,1,46,-1
96709,26,3,recall,6,1,1,48,-1
96709,26,3,recall,7,5,0,17,-1
96709,8,1,recall,1,7,1,83,-1
96709,8,1,recall,2,6,1,74,-1
96709,8,1,recall,3,5,1,54,-1
96709,8,1,recall,4,3,1,40,-1
96709,8,1,recall,5,2,1,42,-1
96709,8,1,recall,6,1,0,37,-1
96709,8,1,recall,7,4,0,78,-1
96709,24,3,offer,-1,1,-1,34,54
96709,24,3,offer,-1,2,-1,28,54
96709,24,3,offer,-1,3,-1,79,54
96709,24,3,offer,-1,4,-1,81,54
96709,24,3,offer,-1,5,-1,55,54
96709,24,3,offer,-1,6,-1,52,54
96709,24,3,offer,-1,7,-1,48,54
96709,27,3,recall,1,7,1,73,-1
96709,27,3,recall,2,6,1,36,-1
96709,27,3,recall,3,5,1,40,-1
96709,27,3,recall,4,3,1,48,-1
96709,27,3,recall,5,4,1,78,-1
96709,27,3,recall,6,1,0,41,-1
96709,27,3,recall,7,2,0,87,-1
96709,25,3,offer,-1,1,-1,39,NA
96709,25,3,offer,-1,2,-1,71,NA
96709,25,3,offer,-1,3,-1,67,NA
96709,25,3,offer,-1,4,-1,26,NA
96709,25,3,offer,-1,5,-1,23,NA
96709,25,3,offer,-1,6,-1,43,NA
96709,25,3,offer,-1,7,-1,69,NA
96709,23,2,offer,-1,1,-1,48,48
96709,23,2,offer,-1,2,-1,89,48
96709,23,2,offer,-1,3,-1,46,48
96709,23,2,offer,-1,4,-1,84,48
96709,23,2,offer,-1,5,-1,40,48
96709,23,2,offer,-1,6,-1,37,48
96709,23,2,offer,-1,7,-1,45,48
96709,9,1,recall,1,7,1,58,-1
96709,9,1,recall,2,2,1,47,-1
96709,9,1,recall,3,4,1,30,-1
96709,9,1,recall,4,5,1,22,-1
96709,9,1,recall,5,6,1,56,-1
96709,9,1,recall,6,106,-1,60,-1
96709,9,1,recall,7,1,0,59,-1
96709,9,1,recall,8,3,0,62,-1
96709,29,3,recall,1,1,1,21,-1
96709,29,3,recall,2,2,1,60,-1
96709,29,3,recall,3,3,1,65,-1
96709,29,3,recall,4,6,1,63,-1
96709,29,3,recall,5,4,1,25,-1
96709,29,3,recall,6,5,0,72,-1
96709,29,3,recall,7,7,0,26,-1
96709,6,0,offer,-1,1,-1,20,36
96709,6,0,offer,-1,2,-1,70,36
96709,6,0,offer,-1,3,-1,27,36
96709,6,0,offer,-1,4,-1,22,36
96709,6,0,offer,-1,5,-1,25,36
96709,6,0,offer,-1,6,-1,18,36
96709,6,0,offer,-1,7,-1,36,36
96709,4,0,recall,1,7,1,62,-1
96709,4,0,recall,2,6,1,33,-1
96709,4,0,recall,3,4,1,69,-1
96709,4,0,recall,4,1,0,63,-1
96709,4,0,recall,5,2,0,22,-1
96709,4,0,recall,6,3,0,34,-1
96709,4,0,recall,7,5,0,51,-1
96709,17,2,offer,-1,1,-1,84,NA
96709,17,2,offer,-1,2,-1,79,NA
96709,17,2,offer,-1,3,-1,80,NA
96709,17,2,offer,-1,4,-1,74,NA
96709,17,2,offer,-1,5,-1,41,NA
96709,17,2,offer,-1,6,-1,60,NA
96709,17,2,offer,-1,7,-1,81,NA
96709,25,3,recall,1,1,1,39,-1
96709,25,3,recall,2,7,1,69,-1
96709,25,3,recall,3,4,1,26,-1
96709,25,3,recall,4,2,1,71,-1
96709,25,3,recall,5,3,0,67,-1
96709,25,3,recall,6,5,0,23,-1
96709,25,3,recall,7,6,0,43,-1
96709,18,2,recall,1,6,1,55,-1
96709,18,2,recall,2,3,1,76,-1
96709,18,2,recall,3,1,1,68,-1
96709,18,2,recall,4,5,1,85,-1
96709,18,2,recall,5,7,1,39,-1
96709,18,2,recall,6,2,0,38,-1
96709,18,2,recall,7,4,0,57,-1
96709,30,3,offer,-1,1,-1,65,NA
96709,30,3,offer,-1,2,-1,34,NA
96709,30,3,offer,-1,3,-1,52,NA
96709,30,3,offer,-1,4,-1,55,NA
96709,30,3,offer,-1,5,-1,26,NA
96709,30,3,offer,-1,6,-1,50,NA
96709,30,3,offer,-1,7,-1,18,NA
96709,17,2,recall,1,1,1,84,-1
96709,17,2,recall,2,2,1,79,-1
96709,17,2,recall,3,3,1,80,-1
96709,17,2,recall,4,7,1,81,-1
96709,17,2,recall,5,105,-1,40,-1
96709,17,2,recall,6,6,1,60,-1
96709,17,2,recall,7,4,0,74,-1
96709,17,2,recall,8,5,0,41,-1
96709,21,2,offer,-1,1,-1,70,NA
96709,21,2,offer,-1,2,-1,48,NA
96709,21,2,offer,-1,3,-1,83,NA
96709,21,2,offer,-1,4,-1,46,NA
96709,21,2,offer,-1,5,-1,67,NA
96709,21,2,offer,-1,6,-1,38,NA
96709,21,2,offer,-1,7,-1,84,NA
96709,13,1,offer,-1,1,-1,46,57
96709,13,1,offer,-1,2,-1,55,57
96709,13,1,offer,-1,3,-1,79,57
96709,13,1,offer,-1,4,-1,37,57
96709,13,1,offer,-1,5,-1,68,57
96709,13,1,offer,-1,6,-1,62,57
96709,13,1,offer,-1,7,-1,25,57
96709,1,0,recall,1,7,1,71,-1
96709,1,0,recall,2,6,1,51,-1
96709,1,0,recall,3,2,1,47,-1
96709,1,0,recall,4,3,1,87,-1
96709,1,0,recall,5,1,0,76,-1
96709,1,0,recall,6,4,0,49,-1
96709,1,0,recall,7,5,0,79,-1
96709,1,0,offer,-1,1,-1,76,67
96709,1,0,offer,-1,2,-1,47,67
96709,1,0,offer,-1,3,-1,87,67
96709,1,0,offer,-1,4,-1,49,67
96709,1,0,offer,-1,5,-1,79,67
96709,1,0,offer,-1,6,-1,51,67
96709,1,0,offer,-1,7,-1,71,67
96709,23,2,recall,1,1,1,48,-1
96709,23,2,recall,2,7,1,45,-1
96709,23,2,recall,3,5,1,40,-1
96709,23,2,recall,4,2,1,89,-1
96709,23,2,recall,5,3,0,46,-1
96709,23,2,recall,6,4,0,84,-1
96709,23,2,recall,7,6,0,37,-1
96709,31,3,offer,-1,1,-1,48,NA
96709,31,3,offer,-1,2,-1,65,NA
96709,31,3,offer,-1,3,-1,66,NA
96709,31,3,offer,-1,4,-1,50,NA
96709,31,3,offer,-1,5,-1,80,NA
96709,31,3,offer,-1,6,-1,89,NA
96709,31,3,offer,-1,7,-1,81,NA
96709,16,2,offer,-1,1,-1,60,67
96709,16,2,offer,-1,2,-1,67,67
96709,16,2,offer,-1,3,-1,59,67
96709,16,2,offer,-1,4,-1,79,67
96709,16,2,offer,-1,5,-1,53,67
96709,16,2,offer,-1,6,-1,55,67
96709,16,2,offer,-1,7,-1,57,67
96709,22,2,offer,-1,1,-1,38,NA
96709,22,2,offer,-1,2,-1,65,NA
96709,22,2,offer,-1,3,-1,49,NA
96709,22,2,offer,-1,4,-1,55,NA
96709,22,2,offer,-1,5,-1,36,NA
96709,22,2,offer,-1,6,-1,53,NA
96709,22,2,offer,-1,7,-1,58,NA
96709,16,2,recall,1,1,1,60,-1
96709,16,2,recall,2,6,1,55,-1
96709,16,2,recall,3,7,1,57,-1
96709,16,2,recall,4,5,1,53,-1
96709,16,2,recall,5,4,1,79,-1
96709,16,2,recall,6,3,1,59,-1
96709,16,2,recall,7,2,0,67,-1
96709,18,2,offer,-1,1,-1,68,72
96709,18,2,offer,-1,2,-1,38,72
96709,18,2,offer,-1,3,-1,76,72
96709,18,2,offer,-1,4,-1,57,72
96709,18,2,offer,-1,5,-1,85,72
96709,18,2,offer,-1,6,-1,55,72
96709,18,2,offer,-1,7,-1,39,72
96709,19,2,recall,1,7,1,74,-1
96709,19,2,recall,2,6,1,63,-1
96709,19,2,recall,3,2,1,83,-1
96709,19,2,recall,4,1,0,61,-1
96709,19,2,recall,5,3,0,38,-1
96709,19,2,recall,6,4,0,82,-1
96709,19,2,recall,7,5,0,41,-1
96709,7,0,offer,-1,1,-1,49,56
96709,7,0,offer,-1,2,-1,69,56
96709,7,0,offer,-1,3,-1,71,56
96709,7,0,offer,-1,4,-1,48,56
96709,7,0,offer,-1,5,-1,55,56
96709,7,0,offer,-1,6,-1,75,56
96709,7,0,offer,-1,7,-1,38,56
96709,19,2,offer,-1,1,-1,61,69
96709,19,2,offer,-1,2,-1,83,69
96709,19,2,offer,-1,3,-1,38,69
96709,19,2,offer,-1,4,-1,82,69
96709,19,2,offer,-1,5,-1,41,69
96709,19,2,offer,-1,6,-1,63,69
96709,19,2,offer,-1,7,-1,74,69
96709,10,1,offer,-1,1,-1,81,66
96709,10,1,offer,-1,2,-1,51,66
96709,10,1,offer,-1,3,-1,93,66
96709,10,1,offer,-1,4,-1,91,66
96709,10,1,offer,-1,5,-1,44,66
96709,10,1,offer,-1,6,-1,39,66
96709,10,1,offer,-1,7,-1,55,66
9675,7,0,recall,1,7,1,61,-1
9675,7,0,recall,2,102,-1,48,-1
9675,7,0,recall,3,103,-1,46,-1
9675,7,0,recall,4,104,-1,66,-1
9675,7,0,recall,5,1,1,51,-1
9675,7,0,recall,6,2,0,68,-1
9675,7,0,recall,7,3,0,54,-1
9675,7,0,recall,8,4,0,56,-1
9675,7,0,recall,9,5,0,36,-1
9675,7,0,recall,10,6,0,47,-1
9675,29,3,recall,1,101,-1,20,-1
9675,29,3,recall,2,102,-1,49,-1
9675,29,3,recall,3,103,-1,76,-1
9675,29,3,recall,4,1,0,25,-1
9675,29,3,recall,5,2,0,47,-1
9675,29,3,recall,6,3,0,64,-1
9675,29,3,recall,7,4,0,17,-1
9675,29,3,recall,8,5,0,46,-1
9675,29,3,recall,9,6,0,52,-1
9675,29,3,recall,10,7,0,58,-1
9675,24,3,offer,-1,1,-1,73,65
9675,24,3,offer,-1,2,-1,69,65
9675,24,3,offer,-1,3,-1,81,65
9675,24,3,offer,-1,4,-1,68,65
9675,24,3,offer,-1,5,-1,55,65
9675,24,3,offer,-1,6,-1,54,65
9675,24,3,offer,-1,7,-1,48,65
9675,26,3,recall,1,4,1,23,-1
9675,26,3,recall,2,7,1,24,-1
9675,26,3,recall,3,3,1,25,-1
9675,26,3,recall,4,104,-1,22,-1
9675,26,3,recall,5,105,-1,62,-1
9675,26,3,recall,6,106,-1,21,-1
9675,26,3,recall,7,1,0,39,-1
9675,26,3,recall,8,2,0,27,-1
9675,26,3,recall,9,5,0,50,-1
9675,26,3,recall,10,6,0,46,-1
9675,10,1,offer,-1,1,-1,63,55
9675,10,1,offer,-1,2,-1,44,55
9675,10,1,offer,-1,3,-1,57,55
9675,10,1,offer,-1,4,-1,69,55
9675,10,1,offer,-1,5,-1,66,55
9675,10,1,offer,-1,6,-1,56,55
9675,10,1,offer,-1,7,-1,58,55
9675,30,3,offer,-1,1,-1,68,35
9675,30,3,offer,-1,2,-1,27,35
9675,30,3,offer,-1,3,-1,40,35
9675,30,3,offer,-1,4,-1,56,35
9675,30,3,offer,-1,5,-1,34,35
9675,30,3,offer,-1,6,-1,18,35
9675,30,3,offer,-1,7,-1,24,35
9675,4,0,recall,1,6,1,18,-1
9675,4,0,recall,2,7,1,68,-1
9675,4,0,recall,3,5,1,72,-1
9675,4,0,recall,4,2,1,19,-1
9675,4,0,recall,5,1,0,71,-1
9675,4,0,recall,6,3,0,48,-1
9675,4,0,recall,7,4,0,54,-1
9675,20,2,recall,1,2,1,48,-1
9675,20,2,recall,2,102,-1,68,-1
9675,20,2,recall,3,103,-1,65,-1
9675,20,2,recall,4,1,0,20,-1
9675,20,2,recall,5,3,0,38,-1
9675,20,2,recall,6,4,0,35,-1
9675,20,2,recall,7,5,0,67,-1
9675,20,2,recall,8,6,0,25,-1
9675,20,2,recall,9,7,0,45,-1
9675,19,2,offer,-1,1,-1,68,44
9675,19,2,offer,-1,2,-1,51,44
9675,19,2,offer,-1,3,-1,14,44
9675,19,2,offer,-1,4,-1,28,44
9675,19,2,offer,-1,5,-1,45,44
9675,19,2,offer,-1,6,-1,23,44
9675,19,2,offer,-1,7,-1,61,44
9675,18,2,offer,-1,1,-1,48,55
9675,18,2,offer,-1,2,-1,47,55
9675,18,2,offer,-1,3,-1,51,55
9675,18,2,offer,-1,4,-1,65,55
9675,18,2,offer,-1,5,-1,67,55
9675,18,2,offer,-1,6,-1,68,55
9675,18,2,offer,-1,7,-1,30,55
9675,22,2,offer,-1,1,-1,84,60
9675,22,2,offer,-1,2,-1,64,60
9675,22,2,offer,-1,3,-1,92,60
9675,22,2,offer,-1,4,-1,61,60
9675,22,2,offer,-1,5,-1,94,60
9675,22,2,offer,-1,6,-1,58,60
9675,22,2,offer,-1,7,-1,50,60
9675,19,2,recall,1,101,-1,19,-1
9675,19,2,recall,2,102,-1,41,-1
9675,19,2,recall,3,103,-1,46,-1
9675,19,2,recall,4,1,0,68,-1
9675,19,2,recall,5,2,0,51,-1
9675,19,2,recall,6,3,0,14,-1
9675,19,2,recall,7,4,0,28,-1
9675,19,2,recall,8,5,0,45,-1
9675,19,2,recall,9,6,0,23,-1
9675,19,2,recall,10,7,0,61,-1
9675,8,1,offer,-1,1,-1,65,50
9675,8,1,offer,-1,2,-1,48,50
9675,8,1,offer,-1,3,-1,47,50
9675,8,1,offer,-1,4,-1,61,50
9675,8,1,offer,-1,5,-1,30,50
9675,8,1,offer,-1,6,-1,85,50
9675,8,1,offer,-1,7,-1,41,50
9675,11,1,offer,-1,1,-1,44,40
9675,11,1,offer,-1,2,-1,45,40
9675,11,1,offer,-1,3,-1,61,40
9675,11,1,offer,-1,4,-1,46,40
9675,11,1,offer,-1,5,-1,27,40
9675,11,1,offer,-1,6,-1,29,40
9675,11,1,offer,-1,7,-1,57,40
9675,8,1,recall,1,2,1,48,-1
9675,8,1,recall,2,7,1,41,-1
9675,8,1,recall,3,103,-1,68,-1
9675,8,1,recall,4,104,-1,67,-1
9675,8,1,recall,5,1,0,65,-1
9675,8,1,recall,6,3,0,47,-1
9675,8,1,recall,7,4,0,61,-1
9675,8,1,recall,8,5,0,30,-1
9675,8,1,recall,9,6,0,85,-1
9675,15,1,offer,-1,1,-1,23,35
9675,15,1,offer,-1,2,-1,55,35
9675,15,1,offer,-1,3,-1,26,35
9675,15,1,offer,-1,4,-1,37,35
9675,15,1,offer,-1,5,-1,62,35
9675,15,1,offer,-1,6,-1,33,35
9675,15,1,offer,-1,7,-1,59,35
9675,9,1,recall,1,1,1,55,-1
9675,9,1,recall,2,2,1,56,-1
9675,9,1,recall,3,103,-1,66,-1
9675,9,1,recall,4,7,1,60,-1
9675,9,1,recall,5,105,-1,23,-1
9675,9,1,recall,6,3,0,36,-1
9675,9,1,recall,7,4,0,53,-1
9675,9,1,recall,8,5,0,59,-1
9675,9,1,recall,9,6,0,65,-1
9675,28,3,recall,1,4,1,66,-1
9675,28,3,recall,2,102,-1,58,-1
9675,28,3,recall,3,103,-1,65,-1
9675,28,3,recall,4,1,0,50,-1
9675,28,3,recall,5,2,0,55,-1
9675,28,3,recall,6,3,0,54,-1
9675,28,3,recall,7,5,0,49,-1
9675,28,3,recall,8,6,0,78,-1
9675,28,3,recall,9,7,0,70,-1
9675,31,3,offer,-1,1,-1,67,50
9675,31,3,offer,-1,2,-1,89,50
9675,31,3,offer,-1,3,-1,59,50
9675,31,3,offer,-1,4,-1,42,50
9675,31,3,offer,-1,5,-1,81,50
9675,31,3,offer,-1,6,-1,38,50
9675,31,3,offer,-1,7,-1,43,50
9675,1,0,offer,-1,1,-1,75,50
9675,1,0,offer,-1,2,-1,55,50
9675,1,0,offer,-1,3,-1,41,50
9675,1,0,offer,-1,4,-1,49,50
9675,1,0,offer,-1,5,-1,40,50
9675,1,0,offer,-1,6,-1,79,50
9675,1,0,offer,-1,7,-1,72,50
9675,24,3,recall,1,5,1,55,-1
9675,24,3,recall,2,6,1,54,-1
9675,24,3,recall,3,7,1,48,-1
9675,24,3,recall,4,104,-1,67,-1
9675,24,3,recall,5,105,-1,80,-1
9675,24,3,recall,6,1,0,73,-1
9675,24,3,recall,7,2,0,69,-1
9675,24,3,recall,8,3,0,81,-1
9675,24,3,recall,9,4,0,68,-1
9675,25,3,recall,1,101,-1,88,-1
9675,25,3,recall,2,102,-1,31,-1
9675,25,3,recall,3,103,-1,30,-1
9675,25,3,recall,4,7,1,81,-1
9675,25,3,recall,5,2,1,72,-1
9675,25,3,recall,6,1,0,38,-1
9675,25,3,recall,7,3,0,87,-1
9675,25,3,recall,8,4,0,48,-1
9675,25,3,recall,9,5,0,33,-1
9675,25,3,recall,10,6,0,37,-1
9675,27,3,recall,1,2,1,47,-1
9675,27,3,recall,2,3,1,67,-1
9675,27,3,recall,3,103,-1,40,-1
9675,27,3,recall,4,1,0,76,-1
9675,27,3,recall,5,4,0,64,-1
9675,27,3,recall,6,5,0,56,-1
9675,27,3,recall,7,6,0,66,-1
9675,27,3,recall,8,7,0,82,-1
9675,0,0,recall,1,2,1,88,-1
9675,0,0,recall,2,3,1,77,-1
9675,0,0,recall,3,103,-1,31,-1
9675,0,0,recall,4,4,1,57,-1
